Year,Coroner_area,Region,Country,Country2,PM_NIQ_M,PM_NIQ_F,PM_NIQ_T,PM_IQ_M,PM_IQ_F,PM_IQ_T,PM_PIQ_M,PM_PIQ_F,PM_PIQ_T,PM_TDR_M,PM_TDR_F,PM_TDR_T,WPM_NIQ_M,WPM_NIQ_F,WPM_NIQ_T,WPM_IQ_M,WPM_IQ_F,WPM_IQ_T,WPM_PIQ_M,WPM_PIQ_F,WPM_PIQ_T,WPM_TDR_M,WPM_TDR_F,WPM_TDR_T,TDR_NIQ_M,TDR_NIQ_F,TDR_NIQ_T,TDR_IQ_M,TDR_IQ_F,TDR_IQ_T,TDR_PIQ_M,TDR_PIQ_F,TDR_PIQ_T,TDR_TDR_M,TDR_TDR_F,TDR_TDR_T,Transferred,Sex_unknown,PM_Standard,PM_NonStandard,PM_Hist,PM_Tox,Out_Eng,Elsewhere,Custody_prison,Custody_police,Custody_imm,Custody_MHA,Custody_probation,Custody_STC,Custody_SCH,Custody_ROTL,Custody_prison7,CUSTODY_DOLS,Custody_Total,KUL_M,KUL_F,KUL_T,KL_M,KL_F,KL_T,Suicide_M,Suicide_F,Suicide_T,Abor_M,Abor_F,Abor_T,Negl_M,Negl_F,Negl_T,D_Drugs_M,D_Drugs_F,D_Drugs_T,ND_Drugs_M,ND_Drugs_F,ND_Drugs_T,DRUGS_ALC_M,DRUGS_ALC_F,DRUGS_ALC_T,COLLISION_M,COLLISION_F,COLLISION_T,WAB_M,WAB_F,WAB_T,IND_M,IND_F,IND_T,DBMIS_M,DBMIS_F,DBMIS_T,Still_M,Still_F,Still_T,DBNC_M,DBNC_F,DBNC_T,Open_M,Open_F,Open_T,Dis_M,Dis_F,Dis_T,Unclass_M,Unclass_F,Unclass_T,Total_Verdicts_M,Total_Verdicts_F,Total_Verdicts_T,Age_0_1_years,Age_1_14_years,Age_15_24_years,Age_25_44_years,Age_45_64_years,Age_over65_years,Age_not_known,Murder_T,Manslaughter_T,Infanticide_T,RTA_T,Aid_suicide_T,Corp_Manslaughter_T,Other_Charges_T,Disaster_T,All_Charges_T,Inq_with_juries,Inq_without_juries,Inq_Total,Inq_held_HC,Inq_quashed_HC,Inq_Total_treasure_tr,TA96_Finds,TA96_Inq,TA96_Verdicts,Exhumations,Cases_NIQ_1_week_or_less,Cases_NIQ_up_to_1_month,Cases_NIQ_over_1_month,Cases_NIQ_certs_total,Cases_NIQ_no_certs_total,Cases_IQ_1_week_or_less,Cases_IQ_up_to_1_month,Cases_IQ_over_1_month,Cases_IQ_certs_total_EW,Cases_IQ_certs_total_AB,Cases_PIQ_1_week_or_less,Cases_PIQ_up_to_1_month,Cases_PIQ_over_1_month,Cases_PIQ_certs_total,Cases_PIQ_no_certs_total,Cases_1_month_or_less_EW,Cases_1_to_3_months_EW,Cases_3_to_6_months_EW,Cases_6_to_12_months_EW,Cases_over_12_months_EW,Cases_Total_EW,Cases_Total_AB,Cases_Total,Inq_op_6_months_or_less_EW,Inq_op_6_to_12_months_EW,Inq_op_1_to_2_years_EW,Inq_op_over_2_years_EW,Inq_op_Total_EW,Inq_op_6_months_or_less_AB,Inq_op_6_to_12_months_AB,Inq_op_1_to_2_years_AB,Inq_op_over_2_years_AB,Inq_op_Total_AB,Inq_op_Total,WPM_NIQ_TDR,WPM_TDR_TDR,TDR_NIQ_TDR,TDR_TDR_TDR,Grouped_Verdicts_M,Grouped_Verdicts_F,Grouped_Verdicts_T,Inq_op_6_months_or_less_T,Inq_op_6_to_12_months_T,Inq_op_1_to_2_years_T,Inq_op_over_2_years_T,PM_less_invasive,PM_less_invasive_only,PM_HO_forensic_pathologist,PM_defence_lawyer_request,Murder_Suspended_T,Manslaughter_Suspended_T,Infanticide_Suspended_T,RTA_Suspended_T,Aid_suicide_Suspended_T,Corp_Manslaughter_Suspended_T,Other_Charges_Suspended_T,Inquiry_Suspended_IA2005_T,General_Power_Suspended_T,All_Charges_Suspended_T
2006,South Northumberland,North East,England,England and Wales,121,92,213,72,23,95,0,0,0,193,115,308,48,55,103,11,11,22,0,0,0,59,66,125,169,147,316,83,34,117,0,0,0,252,181,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,12,2,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,16,0,16,30,18,48,0,0,0,26,13,39,8,3,11,0,0,0,1,0,1,93,37,130,,,,,,,,0,0,0,0,0,,0,0,0,1,129,130,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,37,23,3,130,,,,,,,,,,,,,,103,125,316,433,,,,,,,,,,,,,,,,,,,,,
2006,South Shropshire,West Midlands,England,England and Wales,75,67,142,17,10,27,0,0,0,92,77,169,29,42,71,0,0,0,0,0,0,29,42,71,104,109,213,17,10,27,0,0,0,121,119,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,1,13,7,20,0,0,0,0,1,1,1,0,1,0,0,0,6,3,9,25,12,37,,,,,,,,0,0,0,5,0,,0,0,5,1,41,42,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,17,7,40,,,,,,,,,,,,,,71,71,213,240,,,,,,,,,,,,,,,,,,,,,
2006,South Yorkshire (Eastern),Yorkshire and Humber,England,England and Wales,740,549,1289,249,93,342,0,0,0,989,642,1631,464,473,937,3,3,6,0,0,0,467,476,943,1204,1022,2226,252,96,348,0,0,0,1456,1118,2574,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,34,10,44,0,0,0,0,0,0,12,4,16,5,0,5,,,,,,,0,0,0,73,0,73,57,35,92,0,0,0,33,19,52,5,7,12,0,0,0,22,12,34,241,88,329,,,,,,,,7,4,0,9,0,,0,0,20,4,345,349,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,120,69,49,12,343,,,,,,,,,,,,,,937,943,2226,2574,,,,,,,,,,,,,,,,,,,,,
2006,South Yorkshire (Western),Yorkshire and Humber,England,England and Wales,638,474,1112,325,110,435,0,0,0,963,584,1547,984,1122,2106,7,0,7,0,0,0,991,1122,2113,1622,1596,3218,332,110,442,0,0,0,1954,1706,3660,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,3,0,0,0,34,5,39,0,0,0,1,0,1,4,0,4,4,0,4,,,,,,,0,0,0,77,1,78,65,32,97,0,0,0,44,22,66,9,6,15,0,0,0,54,33,87,295,99,394,,,,,,,,8,7,0,9,0,,0,0,24,2,416,418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,84,201,35,12,409,,,,,,,,,,,,,,2106,2113,3218,3660,,,,,,,,,,,,,,,,,,,,,
2006,Southampton and New Forest,South East,England,England and Wales,382,290,672,131,56,187,0,0,0,513,346,859,560,617,1177,3,3,6,0,0,0,563,620,1183,942,907,1849,134,59,193,0,0,0,1076,966,2042,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,4,0,0,0,23,8,31,0,0,0,0,0,0,5,1,6,0,0,0,,,,,,,0,0,0,27,1,28,45,24,69,0,0,0,33,18,51,8,3,11,0,0,0,8,4,12,152,60,212,,,,,,,,1,0,0,0,0,,0,0,1,8,205,213,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,118,54,17,10,207,,,,,,,,,,,,,,1177,1183,1849,2042,,,,,,,,,,,,,,,,,,,,,
2006,Southend-on-Sea,Eastern,England,England and Wales,308,275,583,60,21,81,0,0,0,368,296,664,386,478,864,6,2,8,0,0,0,392,480,872,694,753,1447,66,23,89,0,0,0,760,776,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,12,1,13,27,13,40,0,0,0,3,2,5,23,10,33,0,0,0,5,3,8,78,32,110,,,,,,,,3,0,0,4,0,,0,0,7,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,42,26,8,115,,,,,,,,,,,,,,864,872,1447,1536,,,,,,,,,,,,,,,,,,,,,
2006,Spilsby and Louth,East Midlands,England,England and Wales,124,78,202,43,19,62,0,0,0,167,97,264,124,128,252,0,0,0,0,0,0,124,128,252,248,206,454,43,19,62,0,0,0,291,225,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,1,3,,,,,,,0,0,0,0,0,0,19,7,26,0,0,0,2,2,4,10,2,12,0,0,0,1,2,3,40,14,54,,,,,,,,2,0,0,6,0,,0,0,8,1,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,13,11,1,59,,,,,,,,,,,,,,252,252,454,516,,,,,,,,,,,,,,,,,,,,,
2006,Staffordshire South,West Midlands,England,England and Wales,345,256,601,211,112,323,0,0,0,556,368,924,716,778,1494,24,12,36,0,0,0,740,790,1530,1061,1034,2095,235,124,359,0,0,0,1296,1158,2454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,18,6,24,0,0,0,0,0,0,3,0,3,1,0,1,,,,,,,0,0,0,54,0,54,83,80,163,0,0,0,49,22,71,15,3,18,0,0,0,10,7,17,234,118,352,,,,,,,,1,2,1,5,0,,0,0,9,5,356,361,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,98,156,85,15,359,,,,,,,,,,,,,,1494,1530,2095,2454,,,,,,,,,,,,,,,,,,,,,
2006,Stamford,East Midlands,England,England and Wales,29,26,55,12,5,17,0,0,0,41,31,72,34,39,73,0,0,0,0,0,0,34,39,73,63,65,128,12,5,17,0,0,0,75,70,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1,1,5,1,6,0,0,0,0,0,0,4,0,4,0,0,0,1,0,1,13,2,15,,,,,,,,0,0,0,0,0,,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,1,13,,,,,,,,,,,,,,73,73,128,145,,,,,,,,,,,,,,,,,,,,,
2006,Stoke-on-Trent and North Staffordshire,West Midlands,England,England and Wales,607,476,1083,308,165,473,0,0,0,915,641,1556,993,1106,2099,3,1,4,0,0,0,996,1107,2103,1600,1582,3182,311,166,477,0,0,0,1911,1748,3659,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,20,2,22,0,0,0,0,1,1,6,0,6,0,0,0,,,,,,,0,0,0,68,5,73,80,76,156,0,0,0,34,26,60,13,4,17,0,0,0,70,67,137,291,181,472,,,,,,,,9,1,0,3,0,,0,0,13,1,484,485,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,140,158,65,20,480,,,,,,,,,,,,,,2100,2104,3183,3660,,,,,,,,,,,,,,,,,,,,,
2006,SUFFOLK,Eastern,England,England and Wales,638,551,1189,160,70,230,0,0,0,798,621,1419,545,573,1118,21,10,31,0,0,0,566,583,1149,1183,1124,2307,181,80,261,0,0,0,1364,1204,2568,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,19,3,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,19,3,22,39,27,66,0,0,0,15,12,27,22,8,30,0,0,0,27,18,45,143,71,214,,,,,,,,7,1,0,7,0,,0,0,15,3,226,229,0,0,0,23,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,61,84,23,20,226,,,,,,,,,,,,,,1118,1149,2307,2568,,,,,,,,,,,,,,,,,,,,,
2006,Sunderland,North East,England,England and Wales,198,132,330,228,77,305,0,0,0,426,209,635,475,546,1021,32,9,41,0,0,0,507,555,1062,673,678,1351,260,86,346,0,0,0,933,764,1697,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,21,1,22,0,0,0,0,0,0,2,0,2,5,0,5,,,,,,,0,0,0,75,11,86,18,9,27,0,0,0,138,58,196,13,4,17,0,0,0,9,3,12,282,86,368,,,,,,,,1,0,0,2,0,,0,0,3,3,368,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,114,78,61,23,370,,,,,,,,,,,,,,1024,1065,1354,1700,,,,,,,,,,,,,,,,,,,,,
2006,SURREY,South East,England,England and Wales,924,800,1724,230,103,333,0,0,0,1154,903,2057,902,1067,1969,25,4,29,0,0,0,927,1071,1998,1826,1867,3693,255,107,362,0,0,0,2081,1974,4055,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,38,11,49,0,0,0,0,1,1,2,0,2,1,0,1,,,,,,,0,1,1,35,2,37,84,35,119,0,0,0,47,31,78,25,13,38,0,0,0,10,4,14,242,98,340,,,,,,,,4,0,0,2,0,,0,0,6,4,342,346,0,0,1,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,131,95,17,333,,,,,,,,,,,,,,1969,1998,3693,4055,,,,,,,,,,,,,,,,,,,,,
2006,TEESSIDE,North East,England,England and Wales,417,359,776,239,106,345,0,0,0,656,465,1121,633,717,1350,0,0,0,0,0,0,633,717,1350,1050,1076,2126,239,106,345,0,0,0,1289,1182,2471,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,3,0,0,0,24,5,29,0,0,0,0,1,1,2,0,2,2,0,2,,,,,,,1,0,1,29,0,29,99,74,173,0,0,0,57,25,82,18,4,22,0,0,0,3,1,4,238,110,348,,,,,,,,1,0,0,4,0,,0,0,5,8,345,353,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,170,139,10,346,,,,,,,,,,,,,,1445,1445,2221,2566,,,,,,,,,,,,,,,,,,,,,
2006,Telford and Wrekin,West Midlands,England,England and Wales,181,154,335,54,34,88,0,0,0,235,188,423,164,178,342,1,0,1,0,0,0,165,178,343,345,332,677,55,34,89,0,0,0,400,366,766,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,1,33,22,55,0,0,0,5,8,13,2,1,3,0,0,0,0,0,0,52,34,86,,,,,,,,1,0,0,2,0,,0,0,3,3,86,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,36,18,5,77,,,,,,,,,,,,,,342,343,677,766,,,,,,,,,,,,,,,,,,,,,
2006,The Queen's Household,-,-,England and Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
2006,Torbay and South Devon,South West,England,England and Wales,316,263,579,99,53,152,0,0,0,415,316,731,456,470,926,0,0,0,0,0,0,456,470,926,772,733,1505,99,53,152,0,0,0,871,786,1657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,22,3,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,9,2,11,18,18,36,0,0,0,6,4,10,8,6,14,0,0,0,4,4,8,67,37,104,,,,,,,,2,0,0,1,0,,0,0,3,2,105,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,68,10,3,103,,,,,,,,,,,,,,926,926,1505,1657,,,,,,,,,,,,,,,,,,,,,
2006,WARWICKSHIRE,West Midlands,England,England and Wales,434,307,741,146,76,222,0,0,0,580,383,963,429,576,1005,3,0,3,0,0,0,432,576,1008,863,883,1746,149,76,225,0,0,0,1012,959,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,15,10,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,18,3,21,86,52,138,0,0,0,29,12,41,10,8,18,0,0,0,0,0,0,159,85,244,,,,,,,,2,1,0,5,0,,0,0,8,8,244,252,0,0,0,23,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,105,82,24,243,,,,,,,,,,,,,,1005,1008,1746,1971,,,,,,,,,,,,,,,,,,,,,
2006,West Lincolnshire,East Midlands,England,England and Wales,207,144,351,100,34,134,0,0,0,307,178,485,537,596,1133,2,0,2,0,0,0,539,596,1135,744,740,1484,102,34,136,0,0,0,846,774,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,0,5,0,0,0,21,7,28,0,0,0,0,1,1,1,0,1,3,1,4,,,,,,,0,0,0,7,0,7,38,9,47,0,0,0,12,6,18,4,3,7,0,0,0,5,4,9,96,31,127,,,,,,,,0,1,0,3,0,,0,0,4,5,126,131,0,0,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,42,47,10,124,,,,,,,,,,,,,,1133,1135,1484,1620,,,,,,,,,,,,,,,,,,,,,
2006,West London,London,England,England and Wales,756,513,1269,443,195,638,0,0,0,1199,708,1907,1207,995,2202,13,9,22,0,0,0,1220,1004,2224,1963,1508,3471,456,204,660,0,0,0,2419,1712,4131,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,4,0,0,0,63,23,86,0,0,0,0,0,0,0,0,0,22,8,30,,,,,,,0,0,0,15,2,17,45,20,65,0,0,0,48,33,81,21,6,27,0,0,0,60,39,99,276,133,409,,,,,,,,4,1,0,3,0,,0,0,8,14,403,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,78,97,113,65,379,,,,,,,,,,,,,,2202,2224,3471,4131,,,,,,,,,,,,,,,,,,,,,
2006,WEST SUSSEX,South East,England,England and Wales,739,667,1406,183,92,275,0,0,0,922,759,1681,199,285,484,26,3,29,0,0,0,225,288,513,938,952,1890,209,95,304,0,0,0,1147,1047,2194,7,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,17,58,0,0,0,0,0,0,2,1,3,8,1,9,,,,,,,0,0,0,22,1,23,79,46,125,0,0,0,18,14,32,18,5,23,0,0,0,17,12,29,205,97,302,,,,,,,,3,0,0,11,0,,1,0,15,4,313,317,0,0,0,17,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,111,63,45,4,309,,,,,,,,,,,,,,1312,1341,2718,3022,,,,,,,,,,,,,,,,,,,,,
2006,West Yorkshire (Eastern),Yorkshire and Humber,England,England and Wales,838,577,1415,378,134,512,0,0,0,1216,711,1927,879,942,1821,10,1,11,0,0,0,889,943,1832,1717,1519,3236,388,135,523,0,0,0,2105,1654,3759,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,2,0,0,0,53,16,69,0,0,0,0,0,0,17,2,19,4,0,4,,,,,,,0,0,0,103,9,112,105,51,156,0,0,0,54,30,84,22,13,35,0,0,0,14,9,23,373,131,504,,,,,,,,14,6,0,15,0,,0,0,35,20,519,539,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,55,161,140,65,531,,,,,,,,,,,,,,1821,1832,3236,3759,,,,,,,,,,,,,,,,,,,,,
2006,West Yorkshire (Western),Yorkshire and Humber,England,England and Wales,772,522,1294,299,142,441,0,0,0,1071,664,1735,899,877,1776,6,3,9,0,0,0,905,880,1785,1671,1399,3070,305,145,450,0,0,0,1976,1544,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,1,5,0,0,0,57,21,78,0,0,0,0,0,0,6,1,7,10,2,12,,,,,,,0,0,0,28,2,30,104,47,151,0,0,0,40,24,64,9,3,12,0,0,0,4,5,9,262,106,368,,,,,,,,2,3,0,4,0,,2,0,11,4,375,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,84,136,99,24,374,,,,,,,,,,,,,,1776,1785,3070,3520,,,,,,,,,,,,,,,,,,,,,
2006,Western Cumbria,North West,England,England and Wales,131,95,226,63,34,97,0,0,0,194,129,323,98,110,208,0,0,0,0,0,0,98,110,208,229,205,434,63,34,97,0,0,0,292,239,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,6,0,6,1,0,1,,,,,,,0,0,0,2,1,3,18,6,24,0,0,0,10,11,21,5,0,5,0,0,0,1,0,1,52,25,77,,,,,,,,0,0,0,2,0,,0,0,2,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,36,17,3,79,,,,,,,,,,,,,,208,208,434,531,,,,,,,,,,,,,,,,,,,,,
2006,Western Dorset,South West,England,England and Wales,205,194,399,53,21,74,0,0,0,258,215,473,271,289,560,1,1,2,0,0,0,272,290,562,476,483,959,54,22,76,0,0,0,530,505,1035,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,5,0,5,36,8,44,0,0,0,5,4,9,12,6,18,0,0,0,0,0,0,65,21,86,,,,,,,,0,0,0,1,0,,0,0,1,3,84,87,0,0,1,15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,14,1,84,,,,,,,,,,,,,,560,562,959,1035,,,,,,,,,,,,,,,,,,,,,
2006,Western Somerset,South West,England,England and Wales,233,173,406,87,40,127,0,0,0,320,213,533,392,412,804,8,5,13,0,0,0,400,417,817,625,585,1210,95,45,140,0,0,0,720,630,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,21,3,24,0,0,0,0,0,0,4,0,4,3,0,3,,,,,,,0,0,0,5,0,5,23,20,43,0,0,0,24,11,35,9,5,14,0,0,0,8,3,11,97,42,139,,,,,,,,0,0,0,0,0,,0,0,0,4,135,139,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,55,33,11,136,,,,,,,,,,,,,,804,817,1210,1350,,,,,,,,,,,,,,,,,,,,,
2006,WILTSHIRE AND SWINDON,South West,England,England and Wales,450,370,820,180,75,255,0,0,0,630,445,1075,481,532,1013,11,4,15,0,0,0,492,536,1028,931,902,1833,191,79,270,0,0,0,1122,981,2103,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,0,5,0,0,0,28,8,36,0,0,0,2,0,2,1,0,1,1,0,1,,,,,,,0,0,0,23,1,24,66,23,89,0,0,0,33,21,54,8,4,12,0,0,0,14,3,17,181,60,241,,,,,,,,8,3,0,4,0,,0,0,15,11,245,256,0,0,0,12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,77,96,40,245,,,,,,,,,,,,,,1013,1028,1833,2103,,,,,,,,,,,,,,,,,,,,,
2006,Wirral,North West,England,England and Wales,236,182,418,227,86,313,0,0,0,463,268,731,462,533,995,4,1,5,0,0,0,466,534,1000,698,715,1413,231,87,318,0,0,0,929,802,1731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,16,2,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,25,2,27,38,24,62,0,0,0,96,27,123,22,17,39,0,0,0,10,5,15,207,77,284,,,,,,,,1,1,0,2,0,,1,0,5,6,283,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,131,106,15,8,283,,,,,,,,,,,,,,995,1000,1413,1731,,,,,,,,,,,,,,,,,,,,,
2006,Wolverhampton,West Midlands,England,England and Wales,203,141,344,103,48,151,0,0,0,306,189,495,343,366,709,9,4,13,0,0,0,352,370,722,546,507,1053,112,52,164,0,0,0,658,559,1217,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,2,10,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,0,0,0,10,0,10,14,10,24,0,0,0,24,15,39,20,5,25,0,0,0,6,4,10,83,36,119,,,,,,,,2,0,0,3,0,,0,0,5,0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,39,18,11,123,,,,,,,,,,,,,,709,722,1053,1217,,,,,,,,,,,,,,,,,,,,,
2006,WORCESTERSHIRE,West Midlands,England,England and Wales,400,289,689,155,80,235,0,0,0,555,369,924,579,738,1317,17,11,28,0,0,0,596,749,1345,979,1027,2006,172,91,263,0,0,0,1151,1118,2269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,30,10,40,0,0,0,0,0,0,2,1,3,6,0,6,,,,,,,0,0,0,20,1,21,54,28,82,0,0,0,46,38,84,11,8,19,0,0,0,4,2,6,173,89,262,,,,,,,,5,0,0,5,0,,1,0,11,3,270,273,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,96,76,23,10,266,,,,,,,,,,,,,,1317,1345,2006,2269,,,,,,,,,,,,,,,,,,,,,
2006,YORK CITY,Yorkshire and Humber,England,England and Wales,217,159,376,53,21,74,0,0,0,270,180,450,257,267,524,0,0,0,0,0,0,257,267,524,474,426,900,53,21,74,0,0,0,527,447,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,6,1,7,0,0,0,0,0,0,2,0,2,1,0,1,,,,,,,0,0,0,5,0,5,15,6,21,0,0,0,17,3,20,4,1,5,0,0,0,9,0,9,59,12,71,,,,,,,,0,0,0,2,0,,0,0,2,0,73,73,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,37,17,1,72,,,,,,,,,,,,,,524,524,900,974,,,,,,,,,,,,,,,,,,,,,
2005,Avon,South West,England,England and Wales,1097,879,1976,412,185,597,0,0,0,1509,1064,2573,1058,1222,2280,2,1,3,0,0,0,1060,1223,2283,2155,2101,4256,414,186,600,0,0,0,2569,2287,4856,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9,2,11,1,0,1,48,13,61,0,0,0,2,0,2,17,0,17,0,0,0,,,,,,,0,0,0,51,9,60,109,71,180,0,0,0,116,53,169,22,10,32,0,0,0,6,1,7,381,159,540,,,,,,,,16,3,0,7,0,,0,0,26,14,552,566,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,164,156,161,48,555,,,,,,,,,,,,,,2280,2283,4256,4856,,,,,,,,,,,,,,,,,,,,,
